question,contexts,answer,ground_truth,answer_correctness,faithfulness,answer_relevancy,context_precision
"What factors could affect the selection of the new Senate Democrats leader, considering left-leaning activists and organized labor's concerns about free trade agreements?","['(CNN)Sen. Harry\'s Reid\'s perfunctory announcement on Friday that he won\'t seek re-election next year -- leaving a vacancy for leadership of the Senate Democrats -- was followed, hours later, by a matter-of-fact statement in an interview with The Washington Post: ""I think Schumer should be able to succeed me."" That would usher in a whirlwind of activity on Capitol Hill in the next year as New York\'s senior senator prepares to seize the reins of power -- and retool the party as a center-left powerhouse that can win and hold a majority in 2016 and beyond. Left-leaning activists have begun scrambling to block Chuck Schumer\'s rise. The progressive organization Democracy for America is calling for Sen. Elizabeth Warren to seek the leadership post, and the left-leaning Daily Kos website is circulating a poll seeking other challengers and denouncing Schumer as too close to the ""Wall Street wing"" of the Democratic Party. With more than a year to go before Senate Democrats will choose a new'
 '(CNN)Organized labor is up in arms about President Barack Obama\'s effort to obtain fast-track authority to finalize a free trade agreement in the Asia Pacific that involves 11 nations. The agreement, union leaders argue, threatens to take even more jobs away from Americans. AFL-CIO President Richard Trumka sent a clear message to members of Congress, warning, ""There is such a dramatic impact on the standard of living and lowering of wages and a loss of jobs -- this will have a major impact, and then we will not forget this vote for a long time."" The AFL-CIO announced that it would withhold donations to political action committees until this controversy cleared up. The tension between organized labor and Obama is not new. The struggles have been going on since 2009 when the President allowed the Employee Free Choice Act to wither in Congress. The act would require that a union be deemed as legitimate when it had the support of a majority of employees and imposed tough penalties on'
 'no longer believed that organized labor was a major player within their party, as they had been during the creation of the New Deal and Great Society. As organized labor became a smaller part of the American workforce, Democratic politicians were not as determined to court their vote. A larger number of Democrats since the 1970s have been elected by upper middle class suburban constituencies in which unions are not a big presence. These voters have been more concerned in a style of liberalism that revolves around quality of life issues, such as environmental regulation, than they are with middle class jobs. Many Democrats leaders embraced a vision of economic policy that centered on deregulation and free markets. New voices that came into the Democratic Party after the 1960s wanted to challenge Republicans by offering a more centrist vision of economic policy. The opportunities for Democrats to embrace a more pro-union agenda have only intensified with the fierce assault taking place']","The selection of the new Senate Democrats leader could be influenced by left-leaning activists' opposition to Chuck Schumer, who they view as too close to Wall Street, and their support for a more progressive candidate like Sen. Elizabeth Warren. Additionally, organized labor's concerns about free trade agreements and their impact on jobs and wages could push for a leader who aligns more closely with pro-labor policies. These factors suggest a potential shift towards a candidate who can balance progressive economic policies with broader party goals.","Left-leaning activists and organized labor's concerns about free trade agreements could affect the selection of the new Senate Democrats leader. Activists are calling for Sen. Elizabeth Warren to seek the leadership post, while labor unions are concerned about the impact of free trade agreements on jobs and wages. These factors could influence the decision-making process and potentially lead to a different leader being chosen.",0.7014602104786398,1.0,0.9472782243649616,0.9999999999666667
"How did the USS Sterett and USS New York coordinate the rescue of the Saudi Arabia air force pilots in the Gulf of Aden, and what was the role of the Djibouti rescue helicopter?","['(CNN)The U.S. Navy rescued two Saudi Arabia air force pilots from the Gulf of Aden, a U.S. military official said Friday. The pilots had ejected from their F-15 aircraft after it suffered mechanical failure, Saudi officials told U.S. sources. The two were not seriously injured. The USS Sterett, a guided-missile destroyer, coordinated the search, while the USS New York looked for the men. A rescue helicopter flew from Djibouti to retrieve them on Thursday. Saudi Arabia is leading a coalition military operation to quell a rebellion by Houthi militias in Yemen. The United States supports the operation,  but is not participating in it. Three U.S. Navy ships are standing by in the Gulf of Aden for future recovery operations. U.S. manned aircraft are not permitted to fly in Yemen airspace under the current rules of engagement.'
 'capital of Sanaa and on Wednesday captured parts of its second-largest city, Aden. The Saudis consider the Houthis proxies for the Shiite government of Iran and fear another Shiite-dominated state in the region. ""What they do not want is an Iranian-run state on their southern border,"" CNN military analyst Lt. Col. Rick Francona said of the Saudis. The airstrikes did not include warplanes from the United States, which has worked with Yemeni governments -- including that of recently deposed but still battling President Abdu Rabu Mansour Hadi -- to go after al Qaeda in the Arabian Peninsula. In fact, a senior official in President Barack Obama\'s administration said ""there will be no military intervention by the U.S."" But U.S. Secretary of State John Kerry on Thursday did tell foreign ministers from Saudi Arabia, the UAE, Qatar, Kuwait, Bahrain and Oman that the United States commends the military action and is supporting it through intelligence sharing, targeting assistance and'
 ""the helicopter, which searchers found at the bottom of the Santa Rosa Sound near Eglin Air Force Base, as well as the bodies of all seven Marines and four Louisiana Army National Guard members who were aboard. CNN's Greg Botelho contributed to this report.""]","The USS Sterett coordinated the search for the Saudi Arabia air force pilots, while the USS New York assisted in looking for them. The rescue helicopter from Djibouti played a crucial role by flying to the location and retrieving the pilots on Thursday.","The USS Sterett, a guided-missile destroyer, coordinated the search for the Saudi Arabia air force pilots in the Gulf of Aden. The USS New York looked for the pilots. A rescue helicopter flew from Djibouti to retrieve them.",0.8443291767063772,1.0,0.9413048223688358,0.99999999995
When will Hillary Clinton announce her 2016 presidential campaign and who will replace Harry Reid as the leader of the Senate Democrats?,"[""(CNN)After a handful events in two months, Hillary Clinton has filled her March with a mix of women's events, nonprofit speeches and at least one paid appearance. In January and February, Clinton headlined three events -- only one of which was in the United States. But as Clinton moves closer to her expected 2016 presidential campaign announcement, the former secretary or state has at least seven events scheduled for the month of March. Most of Clinton's events are focused on one thing: women. Clinton starts her month by headlining the 30th anniversary gala for Emily's List -- a pro-Clinton organization that focused on helping Democratic women win elected office. At the D.C. speech on March 3, Clinton is expected to give a nod to the group's importance to Democrats and highlight the reason more women are needed in politics. Emily's List has been energized by Clinton's campaign and has pledged to raise and spend more money than any other election cycle because of the prospect of a""
 '(CNN)Sen. Harry\'s Reid\'s perfunctory announcement on Friday that he won\'t seek re-election next year -- leaving a vacancy for leadership of the Senate Democrats -- was followed, hours later, by a matter-of-fact statement in an interview with The Washington Post: ""I think Schumer should be able to succeed me."" That would usher in a whirlwind of activity on Capitol Hill in the next year as New York\'s senior senator prepares to seize the reins of power -- and retool the party as a center-left powerhouse that can win and hold a majority in 2016 and beyond. Left-leaning activists have begun scrambling to block Chuck Schumer\'s rise. The progressive organization Democracy for America is calling for Sen. Elizabeth Warren to seek the leadership post, and the left-leaning Daily Kos website is circulating a poll seeking other challengers and denouncing Schumer as too close to the ""Wall Street wing"" of the Democratic Party. With more than a year to go before Senate Democrats will choose a new'
 ""(CNN)Hillary Clinton held a closed door meeting with President Barack Obama at the White House on Monday.  Although the former secretary of state, senator and first lady has not declared, it is treated as a foregone conclusion that Clinton is running for president. Likely to launch her campaign in April, Clinton is regarded as the front-runner — if not the only Democratic candidate — and the inevitable Democratic nominee. There is an assumption that since Clinton supported Obama, the black community will now embrace her.  But there are more than a few who didn't get that memo.  At this stage of the game, many African-Americans may not be excited about a candidate Hillary Clinton in 2016. And after two terms of the nation's first black president, she should proceed with caution. Clinton need look no further than the 2008 contest, when black voters doused water on her presidential prospects.  Early on, Clinton was the favorite of black folks, lest you forgot, and it did not hurt that""]",Hillary Clinton is likely to announce her 2016 presidential campaign in April. It is suggested that Chuck Schumer should replace Harry Reid as the leader of the Senate Democrats.,Hillary Clinton is expected to announce her 2016 presidential campaign in April. Chuck Schumer is expected to replace Harry Reid as the leader of the Senate Democrats.,0.9968522277400136,1.0,0.8875185428036176,0.9999999999666667
What does King Abdullah II think about ISIS establishing a caliphate and Bashar al-Assad's stance on combating ISIS?,"['his interview with Zakaria, the King repeatedly referred to ISIS, the Islamic State of Iraq and Syria, as Daesh. That\'s an acronym for al-Dawla al-Islamiya al-Iraq al-Sham. Many in the Middle East prefer to use Daesh because, to them, the acronym ISIS suggests the terror group is a legitimate state. They refuse to give the militants that much credit. ""I think if ISIS, or Daesh as we call them, try to intimidate Jordanians ... just (has) the reverse effect,"" Abdullah said. ""If you look at our history, we\'re a country that\'s used to being outgunned and outnumbered. We\'ve always punched way above our weight. I think, if anything, Daesh has us as a tiger by the tail."" The pilot\'s killing ""just motivated Jordanians to rally around the flag,"" he said. ""The gloves have come off."" ISIS is ""always trying to intimidate, scare, put fear in people\'s hearts,"" the King told Zakaria. ""They are trying to invent falsely a linkage to a caliphate, link to our history in Islam that has no truth or'
 'in retaliating against ISIS. The country unleashed airstrikes. To Zakaria, Abdullah reiterated his commitment to stop ISIS. He called its fighters ""outlaws"" who twist Islam and use ""intimidation"" as their biggest weapon. The King told Zakaria that he didn\'t watch the video of the pilot\'s slaying. ""I -- many of us refused to see what I think is propaganda,"" Abdullah said. He felt ""disgust, sadness for the family"" and his ""heart went out to the father, the mother, the brothers, the sisters,"" the King continued. ""His wife, they\'d only been married for five months. (I felt) anger as the son of the Arab army, Jordanian armed forces. God bless his soul. He\'s a brother in arms. ""All soldiers past and present were disgusted by the brutality of what Moath was put through,"" Abdullah said. During his interview with Zakaria, the King repeatedly referred to ISIS, the Islamic State of Iraq and Syria, as Daesh. That\'s an acronym for al-Dawla al-Islamiya al-Iraq al-Sham. Many in the Middle East'
 'have that Syrian President Bashar al-Assad is interested in combating ISIS, meaning al-Assad and Abdullah have common enemies. ISIS has gained strength by exploiting the unrest in Syria during its ongoing civil war. That war is the result of unrest in Syria that originally started in 2011 within the context of the Arab Spring, protests for democracy or changes in government that raged in parts of the Middle East and North Africa in 2010 and 2011. Syrian protesters, in 2011, wanted to bring change to the government which they said stifled expression in the harshest ways. The al-Assad regime violently cracked down on the demonstrators, chaos erupted throughout Syria, and eventually many on the international stage came to believe al-Assad should go. The King told Zakaria that the ""history of dealing with"" the al-Assad regime and the ""history of dealing with"" ISIS are two separate things. ""What has taken prominence at the moment is ISIS, Daesh,"" he said. Abdullah rhetorically asked']","King Abdullah II believes that ISIS's attempt to establish a caliphate is based on falsehoods and has no truth in Islamic history. He views ISIS fighters as outlaws who twist Islam and use intimidation as their primary weapon. Regarding Bashar al-Assad, Abdullah acknowledges that both he and al-Assad have a common enemy in ISIS, but he distinguishes between the history of dealing with the al-Assad regime and dealing with ISIS.","During his interview with Zakaria, the King repeatedly referred to ISIS, the Islamic State of Iraq and Syria, as Daesh. That's an acronym for al-Dawla al-Islamiya al-Iraq al-Sham. Many in the Middle East prefer to use Daesh because, to them, the acronym ISIS suggests the terror group is a legitimate state. They refuse to give the militants that much credit.",0.4904719964561646,1.0,0.9632166895293236,0.8333333332916666
What nationalities were the Bardo Museum attack victims and how did the Tunisian security forces respond?,"['(CNN)The terrorists who attacked the Bardo Museum in Tunis, Tunisia, last week were wearing suicide vests but failed to detonate them before being gunned down by police, Tunisia\'s President told CNN. ""They had them, but they didn\'t work, because the police turned up and they were shot down and they didn\'t have the time to get these vests to work. Because had they done so, we would have had major catastrophe,"" President Beji Caid Essebsi told CNN\'s Christiane Amanpour. A third museum attacker remains at large, Essebsi said. Previously two suspects had been identified -- Yassine Labidi and Saber Khachnaou -- though it wasn\'t immediately clear if they were the pair killed at the museum by Tunisian security forces. Essebsi told Amanpour 15 arrests had been made since Wednesday\'s attack, in which 23 people were killed. Most of the victims were foreigners and 19 were tourists who\'d been on two cruise ships that docked in Tunis. Essebsi said he believed the attackers were members of ISIS who'
 ""Tunis (CNN)The bodies of four Italian tourists slain in a terror attack on Tunisia's Bardo Museum three days ago arrived back in Italy on Saturday, an official with the Tunis Crisis Center told CNN, but 14 victims' remains still lie in the morgue. As Tunisia gets back on its feet, the investigation into Wednesday's shooting at the Tunis landmark continues. Most of the 23 victims were foreigners, making the process of identification more complicated. Nineteen of them were tourists who'd been on two cruise ships that docked in Tunis. French, Spanish, Italian, British, Japanese, Russian and Colombian citizens are among those to have been formally identified so far. The bodies of the Italians were met in Rome by Italian Prime Minister Matteo Renzi, who paid his respects to the victims and their families in a brief ceremony. Eleven people who were injured in the attack remained in the hospital in Tunisia on Saturday, the official at the Tunis Crisis Center said. Tunisian Prime Minister""
 'Tunis (CNN)Tunisian President Beji Caid Essebsi confirmed that a third person took part in last week\'s Bardo museum terror attack in an interview Sunday with French TV Station iTele. ""There were for certain three terrorists,"" Essebsi said.  ""There is one on the run. He will not get far."" Previously two suspects had been identified -- Yassine Labidi and Saber Khachnaou -- though it wasn\'t immediately clear if they were the pair killed at the museum by Tunisian security forces. He said Yassine was ""known to the security services, he was flagged and monitored,"" but not known or being followed for anything special. Authorities have arrested nine people in connection with the attack, including four directly linked to it, according to Essebsi. The development came a day after the bodies of four Italian tourists slain in the attack arrived back in Italy, an official with the Tunis Crisis Center told CNN, but 14 victims\' remains still lie in the morgue. Most of the 23 victims were foreigners,']","The victims of the Bardo Museum attack included French, Spanish, Italian, British, Japanese, Russian, and Colombian citizens. Tunisian security forces responded by gunning down two of the attackers, who were wearing but failed to detonate suicide vests, and making several arrests, including nine people connected to the attack. A third attacker remains at large.","The victims of the Bardo Museum attack included individuals from various nationalities, including Spain, Colombia, Italy, Japan, France, Poland, Belgium, Russia, and the United Kingdom. Tunisian security forces responded quickly to the attack and were able to prevent further tragedy by neutralizing the attackers and avoiding the use of explosives that were found on them.",0.5433582693253888,1.0,0.9169647489273648,0.9999999999666667
How did W Hotels become a pioneer in the hospitality industry by understanding millennials?,"['in pre-social media 1998. ""Starwood was the first hotel company to look directly at the customer as it evolved a new brand,"" says Paul James, global brand leader of W Hotels Worldwide, St. Regis and The Luxury Collection. W\'s target customer was a fashionable, high-energy individual -- someone who\'d now likely be described as having a millennial psychographic. Starwood defined the brand by adding its ""Whatever, Whenever"" tagline to the simple W logo. Cornell\'s Dev says Starwood further imbued the brand with meaning by using words like witty, warm and welcoming in its advertising and marketing material. More than 15 years later, the W Hotel brand has more than 70 properties open or in development worldwide. Journalist Laura Powell started covering the travel industry for CNN in the 1980s. Her focus is on  international travel news and trends. Read more of her work at www.dailysuitcase.com. Twitter: @dailysuitcase.'
 'Look to millennials and psychographics -- the study of personality, attitudes, interests and lifestyles. Psychologists say the millennial psychographic is made up of independent-minded, adventurous individuals in search of new experiences. Hospitality brands are crafting their marketing strategies accordingly. ""Hotel companies are lazering in on consumer needs by using psychographic data in a big way,"" says Matthew Von Ertfelda, Marriott\'s vice president for insight, strategy and innovation. The explosion of social media also has a starring role in the name game. Brands of the 21st century need to have handles that resonate in the global, online world, say the pros. ""Thanks to social media, millennials are the first global generation,"" says Dr. Donna Quadri-Felitti, academic chair of New York University\'s School of Professional Studies Tisch Center for Hospitality and Tourism. ""And since this generation is so enamored with texting and tweeting, hotels really have to think how names'
 'in its management group were previously senior executives in the music business. It makes sense, then, that a travel company with a musical name would attempt to strike a global chord. Adding to the medley of avant garde brands, Germany\'s Steigenberger Hotel Group\'s Amsterdam hotel Jaz in the City will open in September, with others scheduled to follow. According to Steigenberger Hotel Group, coming Jaz in the City properties will be ""hip and happening hotels"" that ""move to the rhythm of today\'s curious global traveler"" who has a ""desire to embrace authentic experiences in a city hotel."" You can\'t explore the hospitality industry\'s desire to appeal to the millennial mindset without nodding to W Hotels by Starwood. The brand now seems to have been ahead of its time with hotels that opened in pre-social media 1998. ""Starwood was the first hotel company to look directly at the customer as it evolved a new brand,"" says Paul James, global brand leader of W Hotels Worldwide, St. Regis and']","W Hotels became a pioneer in the hospitality industry by targeting a fashionable, high-energy individual, now described as having a millennial psychographic. They defined their brand with the ""Whatever, Whenever"" tagline and used words like witty, warm, and welcoming in their marketing. This approach resonated with the independent-minded, adventurous millennials in search of new experiences.","W Hotels became a pioneer in the hospitality industry by understanding millennials through their focus on the fashionable, high-energy individual and by using words like witty, warm, and welcoming in their advertising and marketing material. They also defined the brand with their ""Whatever, Whenever"" tagline, which resonated with the millennial psychographic. This understanding of millennials helped W Hotels to establish a strong presence in the industry with over 70 properties worldwide.",0.745828164276205,1.0,0.894820235185322,0.9999999999666667
"Why were the first cherry trees in Washington, D.C. destroyed and who planted the replacement trees?","[""Washington (CNN)There should be plenty of pent-up anticipation among cherry blossom fans in Washington this spring. Peak blooms are expected at the tail end of the three-week-long National Cherry Blossom Festival, which kicks off Friday and runs through April 12. The fluttering pink and white blossoms are expected to hit their peak between April 11 and April 14. Here are five things to know about the eagerly awaited D.C. blossoms: . The city's first cherry trees were destroyed . In 1910, 2,000 cherry trees arrived in Washington, thanks to a gift from the city of Tokyo and the advocacy of Eliza Ruhamah Scidmore, one of the first female board members of the National Geographic Society. These trees, however, were riddled with disease and were destroyed. Two years later, first lady Helen Herron Taft planted one of the first of more than 3,000 replacement trees sent from Japan. Winter's almost over: See the proof . The festival was launched more than 20 years later . It wasn't until 1935""
 'Taft planted one of the first of more than 3,000 replacement trees sent from Japan. Winter\'s almost over: See the proof . The festival was launched more than 20 years later . It wasn\'t until 1935 that civic groups and the D.C. government came together to hold the first ""Cherry Blossom Festival."" That first official festival came after smaller commemorations including a three-day celebration in 1934 and a 1927 re-enactment of the original planting of the trees by a group of Washington school children. It\'s not all about cherry trees . That\'s right, there\'s a Blossom Kite Festival right in the middle of the cherry blossom festivities on March 28th. The festival consists of a hot tricks showdown, learning how to make and fly kites, and there\'s even a kite doctor on site to repair broken kites. Two types of trees dominate . In the 1912 gift of trees to Washington, there were 12 different varieties. Today, two varieties are dominant -- Yoshino and Kwanzan. Kwanzan trees are usually found'
 ""Two types of trees dominate . In the 1912 gift of trees to Washington, there were 12 different varieties. Today, two varieties are dominant -- Yoshino and Kwanzan. Kwanzan trees are usually found in the East Potomac Park area and produce pink blossoms. The Yoshino, which produce white blossoms, are closer to the northern part of the Tidal Basin near the Washington Monument. Descendants of the original trees live in Japan . In 2011, about 120 trees propagated from D.C.'s surviving 1912 trees were sent back to Japan to preserve the genetic lineage of the symbolic trees. Over the years, cuttings from the original trees have also been returned to Japan for horticultural projects.""]","The first cherry trees in Washington, D.C. were destroyed because they were riddled with disease. The replacement trees were planted by first lady Helen Herron Taft.","The first cherry trees in Washington, D.C. were destroyed due to disease. The replacement trees were planted by first lady Helen Herron Taft.",0.6776636092583196,1.0,0.9697378746207584,0.99999999995
How can the government protect middle class jobs and address economic inequality and insecurity?,"[""Republicans by offering a more centrist vision of economic policy. The opportunities for Democrats to embrace a more pro-union agenda have only intensified with the fierce assault taking place among conservatives. The Koch brothers have unleashed fierce financial assault against unions. Scott Walker, the governor of Wisconsin and potential Republican presidential candidate, has stripped away the power of public unions and signed a right to work law that barred unions from collecting dues from employees who weren't in unions. Unions are under assault, and the movement is looking for help. Democrats, and some Republicans, often talk about needing to deal with the problem of economic inequality. Much of the talk is often vague and offers little in the way to real solutions. Shoring up the strength of unions is one area where the government can help protect jobs for middle class Americans. Without strong unions, the battle against economic inequality and insecurity will never really get""
 ""(CNN)Last November, the American people placed a great amount of trust in Republicans when they gave them complete control of Congress. Voters bought the illusion that a Republican Congress would govern effectively, help the middle class and focus on important issues like jobs and the economy. Now, after two months, that illusion has been shattered. Over the last two weeks, we have seen the Republican Congress manufacture, then escalate, a political crisis by threatening to shut down the Department of Homeland Security. There is no government task more basic than keeping citizens safe. And yet Republicans are recklessly putting our national security at risk to protect their own political security. By failing to do a full extension of DHS funding — holding it hostage with demands that the legislation roll back the President's immigration actions -- Republicans are leaving uncertain the livelihoods of more than 240,000 men and women who proudly serve as employees of the Border Patrol,""
 'of unions is one area where the government can help protect jobs for middle class Americans. Without strong unions, the battle against economic inequality and insecurity will never really get started. As George Gresham, the president of United Health Care Workers East wrote in The New York Times, ""By defunding unions and weakening union members via \'right to work\' laws, corporations and those that do their bidding remove workers\' primary means of raising wages, securing pensions and improving workers conditions. Workers\' main vehicle for advancing themselves and their communities is jeopardized."" Democrats need to listen to what the AFL-CIO is saying. They need to push back against President Obama, even if this creates political opportunities for Republicans, so that the party does not abandon what has been at the heart and soul of their agenda. As Democrats continually watch Republicans outdo them in terms of organization and pursuit, they need to look to labor more as an ally than']","The government can protect middle class jobs and address economic inequality and insecurity by shoring up the strength of unions. This involves opposing ""right to work"" laws that weaken unions and ensuring that unions can effectively raise wages, secure pensions, and improve working conditions. Strengthening unions is crucial for providing workers with the means to advance themselves and their communities.","Shoring up the strength of unions is one area where the government can help protect jobs for middle class Americans. Without strong unions, the battle against economic inequality and insecurity will never really get started.",0.8795638138323517,1.0,0.9999999999999991,0.8333333332916666
Why was the Bardo Museum targeted in the terrorist attack and what is its significance in Tunis?,"['(CNN)Wednesday\'s terrorist attack, which killed 23 people, hit Tunisia where it hurt by targeting its flourishing tourism industry. The deadly attack on the prominent Bardo Museum near Tunisia\'s parliament in the country\'s capital, Tunis, is the latest instance of an armed assault carried out by gunmen willing to fight to the death, a tactic that has been widely adopted by jihadist terrorists in recent years, including in North Africa. Such attacks mimic the 2008 Mumbai assaults in which 10 gunmen from Pakistan went on a rampage in the massive Indian port city. They took hostages and killed more than 160 people over a three-day period, in an attack that drew  sustained global TV coverage. The gunmen attacked iconic Mumbai targets such as the Taj hotel, which is frequented by Westerners. The Mumbai gunmen embarked on their attack knowing that it was a ""fedayeen"" mission -- meaning ""those who sacrifice themselves"" -- and that they would probably fight to the death. Only one gunman'
 ""(CNN)The attack on Tunisia's famed Bardo Museum is just the latest evidence that parts of North and sub-Saharan Africa have become a magnet for Islamist extremism. Tunisia -- lying just across the Mediterranean from Europe, but bordered on one side by Libya and on the other by Algeria -- has until now not suffered the kind of large-scale terror attacks seen in both those nations in recent years. But it has emerged as a place of increasing concern as the threat of Islamist extremism has intensified in the region. Islamist terrorists also have struck in Algeria, where they killed at least 37 hostages at a gas field in 2013, and in Libya, where terrorists killed the U.S. ambassador and three others in 2012 and where ISIS has established a beachhead in the east. Al Qaeda's North African offshoot Al Qaeda in the Islamic Maghreb (AQIM), which has its roots in Algeria, has captured territory in Mali and taken hostages -- often Europeans -- in countries such as Niger and Mauritania. So what is""
 '(CNN)The terrorists who attacked the Bardo Museum in Tunis, Tunisia, last week were wearing suicide vests but failed to detonate them before being gunned down by police, Tunisia\'s President told CNN. ""They had them, but they didn\'t work, because the police turned up and they were shot down and they didn\'t have the time to get these vests to work. Because had they done so, we would have had major catastrophe,"" President Beji Caid Essebsi told CNN\'s Christiane Amanpour. A third museum attacker remains at large, Essebsi said. Previously two suspects had been identified -- Yassine Labidi and Saber Khachnaou -- though it wasn\'t immediately clear if they were the pair killed at the museum by Tunisian security forces. Essebsi told Amanpour 15 arrests had been made since Wednesday\'s attack, in which 23 people were killed. Most of the victims were foreigners and 19 were tourists who\'d been on two cruise ships that docked in Tunis. Essebsi said he believed the attackers were members of ISIS who']","The Bardo Museum was targeted in the terrorist attack because it is a prominent and symbolic site in Tunisia, frequented by tourists, which makes it a strategic target to harm the country's flourishing tourism industry. The attack aimed to draw global attention and mimic high-profile assaults like the 2008 Mumbai attacks. The museum's significance in Tunis lies in its status as a major cultural and historical institution, attracting many foreign visitors.","The Bardo Museum was targeted in the terrorist attack because of its significance in Tunis. It is located next to Tunisia's Parliament and is considered a ""jewel of Tunisian heritage"". The museum showcases the country's art, culture, and history. Its prominent place in Tunisia's economy, which heavily relies on tourism, made it a logical target for terrorists.",0.5986057003469133,0.7142857142857143,0.9580013460032161,0.9999999999666667
What is the impact of reversing Section 66A on freedom of speech in India and what are some examples of enforced cyber laws for online content?,"['(CNN)India\'s highest court has reversed a controversial law that gave the authorities sweeping powers to arrest and potentially jail people for comments posted on social networks and other Internet platforms. The Supreme Court ruled that Section 66A of the 2008 Information Technology Act was ""unconstitutional"" and ""hit at the root of liberty and freedom of expression, the two cardinal pillars of democracy."" Under Section 66A, alleged offenders could face up to three years in jail for posting material that is ""grossly offensive,"" has ""menacing character,"" -- or perhaps even more ambiguously -- causes ""annoyance or inconvenience."" The court said this wording was ""vague"" and could be ""misconstrued,"" according to Ranjeeta Rohatgi, an advocate who was present at the hearing in Delhi Tuesday. India\'s cyber laws have ignited a furious debate about curbs on freedom of speech in recent years.  In 2012, a university professor was arrested for circulating a cartoon that poked fun at West Bengal'
 'cyber laws have ignited a furious debate about curbs on freedom of speech in recent years.  In 2012, a university professor was arrested for circulating a cartoon that poked fun at West Bengal Chief Minister Mamata Banerjee. The cartoon, which was a parody of a scene in a popular Indian movie, went viral on social media. He was charged with a range of offenses including defamation, insulting a woman and sending offensive messages from a computer. Mahapatra called the charges a misuse of the law ""in the name of surveillance, to curb democratic rights, freedom of speech and human rights of common people."" A year earlier, Delhi went one step further with its digital crackdown when the so-called ""intermediary guidelines"" implicated web platforms themselves. The rules now require Internet companies to take down any content seen as ""disparaging,"" ""blasphemous,"" or ""defamatory"" within 36 hours of a user submitting a formal request for removal. In Mumbai, India\'s financial center, police'
 'companies to take down any content seen as ""disparaging,"" ""blasphemous,"" or ""defamatory"" within 36 hours of a user submitting a formal request for removal. In Mumbai, India\'s financial center, police spokesman Dhananjay Kulkarni told CNN in February that some 650 posts and pages were blocked last year under these regulations. Google says in the last half of 2013 it removed 540 items from its pages in compliance with orders issued by Indian courts, government agencies, and law enforcement. It\'s a similar story with Facebook. The social networking site took down nearly 5,000 pieces of content reported by the Indian government in the first half of 2014. CNN\'s Harmeet Shah Singh and Kunal Sehgal in Delhi, as well as Mackenzie Sigalos in Hong Kong contributed to this report.']","Reversing Section 66A is a significant boost for freedom of speech in India, as it removes the threat of arrest and imprisonment for posting ""grossly offensive"" or ""annoying"" content online. Examples of enforced cyber laws include the arrest of a university professor in 2012 for circulating a cartoon mocking a political figure and the requirement for Internet companies to remove ""disparaging,"" ""blasphemous,"" or ""defamatory"" content within 36 hours of a formal request. Additionally, platforms like Google and Facebook have complied with numerous takedown requests from the Indian government.","The reversal of Section 66A has a positive impact on freedom of speech in India as it was deemed unconstitutional and a violation of liberty and freedom of expression. This law gave authorities the power to arrest and jail individuals for posting comments on social networks and other internet platforms. It was criticized for its vague wording and potential for misuse. The reversal of this law signifies a step towards protecting democratic rights and freedom of speech. Some examples of enforced cyber laws for online content in India include the ""intermediary guidelines"" that require internet companies to take down content deemed disparaging, blasphemous, or defamatory within 36 hours of a user's request. In Mumbai, police blocked 650 posts and pages under these regulations, and Google and Facebook have also complied with orders to remove content issued by Indian courts, government agencies, and law enforcement.",0.5952258004467288,1.0,0.9062418693272277,0.9999999999666667
